PMCID,PMID,sec-title,sec-norm
PMC1090554,15813976,"['Background', 'Results', 'Discussion', 'Conclusion', ""Authors' contributions"", 'Figures and Tables']","['background', 'results', 'conclusions', 'conclusions', nan, nan]"
PMC1090585,15811186,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusion', 'Competing interests', ""Authors' contributions"", 'Pre-publication history']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan]"
PMC1090596,15845144,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusion', 'Competing interests', ""Authors' contributions"", 'Pre-publication history']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan]"
PMC1090601,15857504,"['Background', 'Results', 'Discussion', 'Conclusion', 'Methods', 'Competing interests', ""Authors' contributions""]","['background', 'results', 'conclusions', 'conclusions', 'methods', nan, nan]"
PMC1090606,15833116,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusion', 'Competing interests', ""Authors' contributions""]","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan]"
PMC10917667,38383787,"['Main', 'IBG1 recruits DCAF16 to degrade BRD4', 'IBG1 enhances the affinity of DCAF16 for BRD4', 'IBG1 bivalently binds both BRD4 bromodomains', 'A DCAF11-based intramolecular glue', 'Discussion', 'Methods', 'Online content', 'Supplementary information', 'Extended data']","[nan, nan, nan, nan, nan, 'conclusions', 'methods', nan, 'background', nan]"
PMC10933576,38481771,"['1 Introduction to MCMC', '2 MCMC inference applied to phylogenetics', '3 Challenges of phylogenetic MCMC inference', '4 Troubleshooting tools and techniques', '5 Common issues and proposed resolutions', '6 Good places to look for help', 'Ethics and consent', 'Data availability']","[nan, nan, nan, nan, nan, nan, nan, nan]"
PMC10937374,38448594,"['Main', 'Principle of photon-counting dual-comb spectroscopy', 'Near-ultraviolet spectra with electro-optic combs', 'Visible spectra with fibre lasers', 'Discussion', 'Methods', 'Online content', 'Supplementary information', 'Extended data']","[nan, nan, nan, nan, 'conclusions', 'methods', nan, 'background', nan]"
PMC10937380,38383789,"['Main', 'UREL UFMylates 60S ribosomes', 'Overall structure of the 60S–UREL–UFC1–UFM1 complex', 'The architecture of UREL', 'Mode of ribosome recognition by UREL', 'PTC remodelling by UFL1', 'UREL binds to UFMylated 60S through the UFIM motif', 'Catalytic mechanism', 'UFMylation dissociates SEC61 from 60S', 'Discussion', 'Methods', 'Online content', 'Supplementary information', 'Source data', 'Extended data']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'conclusions', 'methods', nan, 'background', nan, nan]"
PMC10938723,38486342,"['Background', 'Methodology of radiomics and radiogenomics', 'Clinical applications', 'Discussion', 'Conclusions', 'Electronic supplementary material']","['background', nan, 'methods', 'conclusions', 'conclusions', 'background']"
PMC10945522,38289342,"['Introduction', 'Results', 'Discussion', 'Materials and methods', 'Funding Information', 'Additional information', 'Additional files', 'Data availability']","['background', 'results', 'conclusions', 'methods', nan, nan, nan, nan]"
PMC10957591,38524135,"['Introduction', 'Biomarkers in immune checkpoint inhibitor (ICI) Immunotherapy', 'Computer models to predict the response to ICI therapy', 'Conclusion', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', nan, nan, 'conclusions', nan, 'background', nan, nan]"
PMC10961614,38532777,['RETRACTED'],[nan]
PMC10962890,38131617,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'CONFLICTS OF INTEREST', 'Supplementary Material']","['background', 'methods', 'results', 'conclusions', nan, nan]"
PMC10965241,38531599,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Supplementary Material', 'Data availability', 'Conflict of interest']","['background', 'methods', 'results', 'conclusions', nan, nan, 'background']"
PMC10974926,38543805,"['1. Introduction', '2. Models for Correlation of Local Lesion Host and Virus Concentration', '3. Evaluating Goodness of Fit for Various Models Applied to Experimental Data', '4. Machine Learning and Artificial Intelligence in Quantification of Viruses Using Local Lesions', '5. Application of Infectivity Dilution Curve in Virucidal Efficacy of Disinfectants', '6. Conclusions']","[nan, nan, nan, nan, nan, nan]"
PMC1097716,15831105,"['Background', 'Profile HMMs – HMMER, SAM and relevant parameters', 'A SCOP/Pfam based benchmark', 'Results and discussion', 'Conclusion', 'Methods', ""Authors' contributions"", 'Figures and Tables']","['background', nan, nan, 'conclusions', 'conclusions', 'methods', nan, nan]"
PMC1097759,15888210,"['Background', 'Results', 'Discussion', 'Conclusion', 'Methods', 'List of Abbreviations', 'Competing interests', ""Authors' contributions""]","['background', 'results', 'conclusions', 'conclusions', 'methods', nan, nan, nan]"
PMC1097761,15836786,"['Background', 'The regional lymphatics', 'Neck dissection nomenclature', 'Management of positive neck nodes', 'Conclusion', 'List of abbreviations', 'Competing interests', ""Authors' contributions""]","['background', nan, nan, nan, 'conclusions', nan, nan, nan]"
PMC10978839,38548747,"['Introduction', 'Results', 'Discussion', 'Materials and methods', 'Supplementary information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC10984565,38557634,"['Introduction', 'Materials and methods', 'Results', 'Code availability', 'Supplementary Material', 'Supplementary material', 'Competing interests', 'Author contributions statement']","['background', 'methods', 'results', nan, nan, nan, nan, nan]"
PMC10986331,38563375,['Round 1 Review'],[nan]
PMC10986794,38564425,"['Introduction', 'Materials and Methods', 'Results', 'Discussion', 'Data availability', 'Author Contributions', 'Conflict of interest']","['background', 'methods', 'results', 'conclusions', nan, nan, 'background']"
PMC10997514,38225270,"['Main', 'Results', 'Discussion', 'Methods', 'Online content', 'Supplementary information', 'Source data', 'Extended data']","[nan, 'results', 'conclusions', 'methods', nan, 'background', nan, nan]"
PMC10997540,38578340,"['To the Editor,', 'Case Presentation', 'Discussion and Conclusions', 'Electronic Supplementary Material']","[nan, 'methods', 'conclusions', 'background']"
PMC11008433,38345294,"['Introduction', 'Methods', 'Results', 'Discussion', 'supplementary material']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11008502,38602506,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion and future directions', 'Supplementary Material', 'Data availability', 'Funding', 'Conflict of interest']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', 'background']"
PMC11009103,38307993,"['Main', 'Methods', 'Supplementary information', 'Extended data']","[nan, 'methods', 'background', nan]"
PMC11020149,38633892,"['Introduction', 'Materials and methods', 'Results and discussion', 'Conclusion', 'Conflict of interest']","['background', 'methods', 'conclusions', 'conclusions', 'background']"
PMC11020153,38633894,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Supplementary Material', 'Conflict of interest']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, 'background']"
PMC11020206,38625809,"['Introduction', 'Materials and Methods', 'Results and Examples', 'Other software tools to obtain NHANES data', 'Discussion and future work', 'Data availability', 'Conflict of interest']","['background', 'methods', nan, nan, nan, nan, 'background']"
PMC11024902,38488451,"['Introduction', 'Methods', 'Results', 'Discussion', 'supplementary material']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11031403,38361123,"['Main', 'Results', 'Discussion', 'Methods', 'Online content', 'Supplementary information', 'Extended data']","[nan, 'results', 'conclusions', 'methods', nan, 'background', nan]"
PMC11035476,38647550,"['Introduction', 'Methods', 'Results', 'Discussion']","['background', 'methods', 'results', 'conclusions']"
PMC11052712,38499765,"['Main', 'Methods', 'Supplementary information', 'Source data', 'Extended data']","[nan, 'methods', 'background', nan, nan]"
PMC11055784,38676845,"['Introduction', 'Case Report', 'Discussion']","['background', 'methods', 'conclusions']"
PMC11057124,38679723,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11062900,38632407,"['Main', 'Indirect warming effects', 'Context-dependencies', 'Objective and study design', 'Experimental warming treatment', 'Increased ecosystem respiration', 'Context-dependent respiration responses', 'Global implications of plant–soil linkages', 'Spatial patterns', 'Methods', 'Online content', 'Supplementary information', 'Extended data']","[nan, nan, nan, 'objective', nan, nan, nan, nan, nan, 'methods', nan, 'background', nan]"
PMC11073751,38716403,"['Background', 'Methods', 'Results', 'Discussion', 'Supplementary Material', 'Funding', 'Transparency declarations', 'Data availability', 'Supplementary data']","['background', 'methods', 'results', 'conclusions', nan, 'background', nan, nan, nan]"
PMC11078890,37943941,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'Supplementary Material']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11080700,38938627,"['INTRODUCTION', 'CASE DISCUSSION OF A SUICIDAL CASE AFTER BREAKING THE CANCER DIAGNOSIS IN THE ISOLATION WARD', 'POSSIBLE WAYS FORWARD', 'CONCLUSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST', 'ETHICS STATEMENT', 'INFORMED CONSENT', 'DATA AVAILABILITY STATEMENT']","['background', nan, nan, 'conclusions', nan, 'background', nan, nan, nan]"
PMC11080704,38938847,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'Supporting information']","['background', 'methods', 'results', 'conclusions', nan, nan, nan]"
PMC11080707,38939898,"['INTRODUCTION', 'MATERIALS AND METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'Supporting information', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, nan]"
PMC11080710,38938893,"['BACKGROUND', 'METHODS', 'RESULTS', 'DISCUSSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST', 'ETHICS STATEMENT', 'INFORMED CONSENT', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', nan, 'background', nan, nan, nan]"
PMC11080788,38938682,"['INTRODUCTION', 'MATERIALS AND METHODS', 'RESULTS', 'DISCUSSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'Supporting information', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, nan]"
PMC11080815,38938375,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'Supporting information']","['background', 'methods', 'results', 'conclusions', nan, nan, nan]"
PMC11080827,38939520,"['INTRODUCTION', 'DEVELOPMENT OF LLMs IN HEALTH CARE', 'APPLICATIONS OF LLMs IN HEALTH CARE', 'CHALLENGES OF LLMs IN HEALTH CARE', 'CONCLUSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'INFORMED CONSENT', 'DATA AVAILABILITY STATEMENT']","['background', nan, nan, nan, 'conclusions', nan, nan, nan, nan, nan]"
PMC11080829,38938557,"['INTRODUCTION', 'OBJECTS AND METHODS', 'RESULTS', 'DISCUSSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT\xa0OF INTEREST', 'ETHICS STATEMENT', 'INFORMED CONSENT', 'DATA AVAILABILITY STATEMENT']","['background', 'objective', 'results', 'conclusions', nan, nan, nan, nan, nan]"
PMC11080849,38938766,"['AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'INFORMED CONSENT', 'DATA AVAILABILITY STATEMENT']","[nan, nan, nan, nan, nan]"
PMC11080860,38938280,"['INTRODUCTION', 'MATERIAL AND METHODS', 'RESULTS', 'DISCUSSION', 'CONFLICT OF INTEREST STATEMENT', 'Supporting information', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', nan, nan, nan]"
PMC11080861,38939510,"['AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT']","[nan, nan]"
PMC11080878,38938772,"['INTRODUCTION', 'MATERIAL AND METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSION', 'CONFLICT OF INTEREST', 'Supporting information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background', nan]"
PMC11080885,38938522,"['INTRODUCTION', 'METHODS', 'TRANSCRIPTOMIC ANALYSIS', 'RESULTS', 'DISCUSSION', 'CONCLUSIONS', 'AUTHOR CONTRIBUTIONS', 'Supporting information']","['background', 'methods', nan, 'results', 'conclusions', 'conclusions', nan, nan]"
PMC11087335,38730089,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11091871,38745919,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions', 'Data availability statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, 'background', nan, nan]"
PMC11093830,38653835,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11098811,38755300,"['Introduction', 'Results', 'Discussion', 'Methods', 'Supplementary Information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11098917,38755413,"['Introduction', 'Materials and methods', 'Tolerance to pH and bile salt', 'Hemolysis test', 'Result', 'Discussion', 'Electronic supplementary material']","['background', 'methods', nan, nan, 'results', 'conclusions', 'background']"
PMC11100590,38766062,"['INTRODUCTION', 'RESULTS', 'DISCUSSION', 'STAR METHODS', 'Supplementary Material']","['background', 'results', 'conclusions', nan, nan]"
PMC11101466,38760408,"['Introduction', 'Results', 'Discussion', 'Methods', 'Supplementary information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11102386,38761310,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11103507,38773976,"['Introduction', 'Results', 'Discussion', 'Methods', 'Supplementary Material']","['background', 'results', 'conclusions', 'methods', nan]"
PMC11106083,38769113,"['Introduction', 'The regulation of pedestrian flow by improved DWA', 'Results and analysis of simulation experiment', 'Conclusion']","['background', nan, nan, 'conclusions']"
PMC11106297,38769106,"['Introduction', 'Results', 'Discussion', 'Experimental procedures', 'Supplementary Information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11108880,38773004,"['Introduction', 'AIOLOS in Lymphocyte Development', 'Human AIOLOS-Associated IEI', 'Clinical Features of AIOLOS-Associated IEI', 'Conclusions']","['background', nan, nan, nan, 'conclusions']"
PMC11111402,38693263,"['Main', 'Discussion', 'Methods', 'Online content', 'Supplementary information', 'Extended data']","[nan, 'conclusions', 'methods', nan, 'background', nan]"
PMC11112433,38799767,"['Materials and Methods', 'Results', 'Discussion', 'Funding', 'Disclosures', 'Data Availability']","['methods', 'results', 'conclusions', 'background', nan, nan]"
PMC11118411,38798323,"['INTRODUCTION', 'RESULTS', 'DISCUSSION', 'METHODS', 'Supplementary Material']","['background', 'results', 'conclusions', 'methods', nan]"
PMC11126326,38799180,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Supplementary Material', 'Funding', 'Transparency declarations', 'Supplementary data']","['background', 'methods', 'results', 'conclusions', nan, 'background', nan, nan]"
PMC11126498,38789631,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11127800,38795247,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11128111,38796482,"['Background', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11131424,38805752,"['Introduction', 'Methods', 'Results', 'Supplementary Material', 'Supplementary material', 'Data availability', 'Author contributions', 'Funding', 'Conflict of interest statement']","['background', 'methods', 'results', nan, nan, nan, nan, 'background', nan]"
PMC11132990,38438653,"['Main', 'Results', 'Discussion', 'Methods', 'Supplementary information', 'Extended data']","[nan, 'results', 'conclusions', 'methods', 'background', nan]"
PMC11132991,38693320,"['Main', 'Results', 'Discussion', 'Methods', 'Supplementary information', 'Source data', 'Extended data']","[nan, 'results', 'conclusions', 'methods', 'background', nan, nan]"
PMC11137637,38809553,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11137757,38817847,"['Introduction', 'Case Presentation', 'Diagnostic Assessment', 'Treatment', 'Outcome and Follow-up', 'Discussion', 'Learning Points', 'Contributors', 'Funding', 'Disclosures', 'Informed Patient Consent for Publication', 'Data Availability Statement']","['background', 'methods', nan, 'methods', nan, 'conclusions', 'conclusions', nan, 'background', nan, nan, nan]"
PMC11138957,38814750,"['Introduction', 'Methods', 'Results', 'Discussion', 'Supplementary Material', 'Funding', 'Author contributions', 'Disclosure', 'Supplementary material', 'Data availability']","['background', 'methods', 'results', 'conclusions', nan, 'background', nan, 'background', nan, nan]"
PMC11140958,38816821,"['Background', 'Methods and analysis', 'Discussion']","['background', 'methods', 'conclusions']"
PMC11141335,38827812,"['Introduction', 'Methods and analysis', 'Discussion', 'Ethics and dissemination', 'Conclusion', 'Supporting Information']","['background', 'methods', 'conclusions', 'background', 'conclusions', nan]"
PMC11142640,38819423,"['Introduction', 'Results', 'Discussion', 'Materials and methods', 'Funding Information', 'Additional information', 'Additional files', 'Data availability']","['background', 'results', 'conclusions', 'methods', nan, nan, nan, nan]"
PMC11143364,38822081,"['Introduction', 'Results', 'Discussion', 'Material and methods', 'Supplementary information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11144131,38822893,"['Introduction', 'Participants, materials & methods', 'Results', 'Discussion', 'Conclusion', 'Electronic supplementary material']","['background', nan, 'results', 'conclusions', 'conclusions', 'background']"
PMC11144342,38824596,"['Background', 'Materials and methods', 'Western blot analysis', 'Results', 'Discussion', 'Conclusions', 'Supplementary Information']","['background', 'methods', nan, 'results', 'conclusions', 'conclusions', 'background']"
PMC11148786,38829664,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11150266,38834684,"['Introduction', 'Results', 'Discussion', 'Material and methods', 'Supplementary Information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11151102,38536415,"['INTRODUCTION', 'RESULTS', 'DISCUSSION', 'MATERIALS AND METHODS', 'Supplementary Material']","['background', 'results', 'conclusions', 'methods', nan]"
PMC11151331,38840939,"['Introduction', 'Results', 'Discussion', 'Materials and methods', 'Acknowledgements', 'Data availability statement', 'Conflict of interests', 'Supplementary information', 'Supplementary Material']","['background', 'results', 'conclusions', 'methods', nan, nan, nan, 'background', nan]"
PMC11152445,38896724,"['INTRODUCTION', 'OUTCOMES AFTER INTENSIVE CARE UNIT DISCHARGE', 'PREVENTION OF DISABILITIES DURING CRITICAL ILLNESS MANAGEMENT', 'IDENTIFICATION OF PATIENTS AT AN INCREASED RISK FOR LONG-TERM DISABILITIES', 'PLANNING A SAFE DISCHARGE FROM THE INTENSIVE CARE UNIT AND FROM THE HOSPITAL', 'FOLLOW-UP AFTER HOSPITAL DISCHARGE', 'CONCLUSION']","['background', nan, nan, nan, nan, nan, 'conclusions']"
PMC11153542,38839913,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions', 'Practical application']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'conclusions']"
PMC11154648,38846777,"['Introduction', 'Results', 'Discussion', 'Materials and methods', 'Supplementary Material', 'Funding', 'Author Contributions', 'Data Availability']","['background', 'results', 'conclusions', 'methods', nan, 'background', nan, nan]"
PMC11156234,38846778,"['Introduction', 'Results', 'Materials and methods', 'Supplementary Material', 'Funding', 'Author Contributions', 'Data Availability']","['background', 'results', 'methods', nan, 'background', nan, nan]"
PMC11156588,38693349,"['Main', 'Results', 'Discussion', 'Methods', 'Online content', 'Supplementary information', 'Source data', 'Extended data']","[nan, 'results', 'conclusions', 'methods', nan, 'background', nan, nan]"
PMC11156759,38703917,"['Introduction', 'Material and methods', 'Results', 'Discussion', 'Conclusions', 'CRediT authorship contribution statement', 'Supplementary materials', 'Data availability']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan]"
PMC11157753,38849902,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusion']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11161456,38847946,"['Introduction', 'Model', 'Three-Dimensional System with', 'Five-Dimensional System', 'Discussion']","['background', 'methods', nan, nan, 'conclusions']"
PMC11161895,38854396,['Notes'],[nan]
PMC11161898,38854388,"['METHODS', 'RESULTS', 'DISCUSSION', 'Notes']","['methods', 'results', 'conclusions', nan]"
PMC11162291,38851216,"['Key Points', 'Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion', 'Supplementary Material', 'Declaration of Conflicts of Interest', 'Declaration of Sources of Funding']","['conclusions', 'background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan]"
PMC11164101,38857186,"['Introduction', 'Background', 'Materials and Methods', 'Results and discussion', 'Conclusions', 'Supplementary Material', 'Funding', 'Conflict of interest']","['background', 'background', 'methods', 'conclusions', 'conclusions', nan, 'background', 'background']"
PMC11166176,38863576,"['Introduction', 'Recruitment', 'Materials and methods: the PREVENT dementia protocol', 'Part 1 (∼6-min duration)', 'Part 2 (∼8-min duration)', 'Results: description of PREVENT v700.0 data set', 'Discussion', 'Supplementary Material', 'Supplementary material', 'Funding', 'Competing interests', 'Data availability']","['background', nan, nan, nan, nan, nan, 'conclusions', nan, nan, 'background', nan, nan]"
PMC11167261,37981321,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'SUPPLEMENTARY MATERIAL']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11167264,38044087,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'SUPPLEMENTARY MATERIAL']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11167675,38868305,"['METHODS', 'RESULTS', 'DISCUSSION', 'Notes']","['methods', 'results', 'conclusions', nan]"
PMC11167748,38867150,"['Background', 'Results', 'Validation of the diet and BPS exposure models', 'Discussion', 'Conclusions', 'Methods', 'Supplementary Information']","['background', 'results', nan, 'conclusions', 'conclusions', 'methods', 'background']"
PMC11168334,38865432,"['Introduction', 'Materials and methods', 'Results', 'Conclusion and discussions', 'Data availability', 'Funding', 'Conflict of interest statement']","['background', 'methods', 'results', nan, nan, 'background', nan]"
PMC11168338,38868300,"['Introduction to the behavioural task', 'Objectives', 'Overview of the procedure', 'Hazards', 'Control measures', 'Materials', 'Procedure', 'Data', 'Additional steps', 'Troubleshooting', 'Supplementary Material', 'Supplementary material', 'Funding', 'Competing interests', 'Data availability']","[nan, 'objective', nan, nan, nan, 'methods', 'methods', 'methods', nan, nan, nan, nan, 'background', nan, nan]"
PMC11168924,38718835,"['Main', 'Network architecture and training', 'Accuracy across complex types', 'Predicted confidences track accuracy', 'Model limitations', 'Discussion', 'Methods', 'Online content', 'Supplementary information', 'Extended data']","[nan, nan, nan, nan, nan, 'conclusions', 'methods', nan, 'background', nan]"
PMC11168925,38778113,"['Main', 'Methods', 'Online content', 'Supplementary information', 'Extended data']","[nan, 'methods', nan, 'background', nan]"
PMC11168933,38839969,"['Main', 'Molecular mechanisms at chr21q22', 'Macrophage inflammation requires ETS2', 'ETS2 coordinates macrophage inflammation', 'ETS2 has a key pathogenic role in IBD', 'ETS2 has distinct inflammatory effects', 'Targeting the ETS2 pathway in disease', 'Discussion', 'Methods', 'Online content', 'Supplementary information', 'Source data', 'Extended data']","[nan, nan, nan, nan, nan, nan, nan, 'conclusions', 'methods', nan, 'background', nan, nan]"
PMC11169232,38866794,"['Background & Summary', 'Methods', 'Data Records', 'Technical Validation', 'Potential use-cases of the dataset', 'Usage Notes']","[nan, 'methods', nan, nan, nan, nan]"
PMC11170498,38869240,"['Funding', 'Disclosure']","['background', 'background']"
PMC11176568,38872469,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion', 'Author Contributions', 'Ethics Statement', 'Consent', 'Conflicts of Interest', 'Data Availability Statement']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, nan, nan]"
PMC11177111,38551020,"['Introduction', 'Materials and Methods', 'Results', 'Discussion', 'Supporting information']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11177965,38883233,"['Introduction', 'Results', 'Discussion', 'Methods', 'Supplementary Material', 'Data availability']","['background', 'results', 'conclusions', 'methods', nan, nan]"
PMC11177974,38883799,"['INTRODUCTION', 'MATERIALS AND METHODS', 'RESULTS', 'DISCUSSION', 'Data availability']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11177979,38883712,"['Introduction', 'Results', 'Discussion and Conclusion', 'Methods', 'Data Availability and Software']","['background', 'results', 'conclusions', 'methods', nan]"
PMC11177991,38883749,"['INTRODUCTION', 'MATERIALS AND METHODS', 'RESULTS', 'DISCUSSION', 'Conclusions', 'Supplementary Material', 'Availability of data and materials']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan]"
PMC11178325,38883969,"['INTRODUCTION', 'PROFILING MODELS AND LITERATURE', 'TIME-DYNAMIC PROFILING', 'IDENTIFYING DIALYSIS FACILITY CHARACTERISTICS ASSOCIATED WITH HIGH RATES OF UNPLANNED HOSPITAL READMISSION', 'PROFILING RECURRENT ADVERSE EVENTS IN ESKD PATIENTS', 'OPERATING CHARACTERISTICS OF FE METHOD', 'CONCLUSION AND DISCUSSION']","['background', nan, nan, nan, nan, nan, 'conclusions']"
PMC11179106,38881841,"['Introduction', 'Results', 'Discussion', 'Conclusion', 'Materials and methods', 'Supplementary Material', 'Funding', 'Author Contributions', 'Preprints', 'Data Availability']","['background', 'results', 'conclusions', 'conclusions', 'methods', nan, 'background', nan, nan, nan]"
PMC11179975,38712875,"['Introduction', 'Methods', 'Results', 'Discussion', 'Supplemental Material']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11180549,38887345,"['Introduction', 'Case presentation', 'Discussion', 'Conclusions']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11180630,38517490,"['Introduction', 'Comprehensive analysis of modified hyaluronic acid', 'Multidimensional analysis of lignin derivatives', 'Multidimensional analysis of wood extract tannins', 'Outlook']","['background', nan, nan, nan, 'conclusions']"
PMC11180634,38702447,"['Introduction', 'Materials and methods', 'Results and discussion', 'Conclusions', 'Supplementary Information']","['background', 'methods', 'conclusions', 'conclusions', 'background']"
PMC11180643,38880866,"['Background', 'Methods', 'Results', 'Discussion']","['background', 'methods', 'results', 'conclusions']"
PMC11180666,38880815,"['Introduction', 'Metasurface structure design', 'Equivalent circuit and the FDTD simulation model', 'Prototype fabrication and measurement results', 'Time-modulated metasurface for on-air frequency mixing', 'Conclusion']","['background', nan, nan, nan, nan, 'conclusions']"
PMC11180699,38887658,"[""PATELLAR INSTABILITY (PI) SEVERELY AFFECTS PATIENTS' LIFE AND FUNCTION"", 'SURGERY FOR SOME, REHABILITATION FOR ALL', 'REHABILITATION IS STAGE‐BASED AND SHOULD ADDRESS FUNCTIONAL DEFICITS', 'WHEN ARE PATIENTS READY TO RETURN TO DEMANDING ACTIVITIES AND SPORT?', 'HOW DO WE MEASURE AND ADDRESS THE PSYCHOLOGICAL ASPECTS OF PI', 'CONCLUSION', 'AUTHORS CONTRIBUTION', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT']","[nan, nan, nan, nan, nan, 'conclusions', nan, nan, nan]"
